facility_name,facility_type,full_address,latitude,longitude
CENTRE D'ACTIVITÉS DE JOUR DE PORTNEUF - SAINT-GERMAIN,Clinic,"791-A, avenue saint-germain, portneuf, qc, G0A 2Z0",46.711101,-71.885862
CENTRE DE RÉADAPTATION EN DÉPENDANCE DE QUÉBEC,Clinic,"2525, chemin de la canardière, québec, qc, G1J 2G3",46.845614000000005,-71.22159
FOYER DE GROUPE POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION LÉON-RINGUET,Other,"8430, boulevard gouin est, montréal, qc, H1E 1C1",45.646259,-73.593365
FOYER DE GROUPE POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION JEAN-DARCET,Other,"11555, avenue bossuet, montréal, qc, H1G 4H1",45.609017,-73.620857
CENTRE D'HÉBERGEMENT CHAMPLAIN - JEAN-LOUIS-LAPIERRE,Other,"199, rue saint-pierre, saint-constant, qc, J5A 2N8",45.367063,-73.570989
CENTRE D'ACCUEIL LE PROGRAMME DE PORTAGE,Other,"2455, avenue lionel-groulx, montréal, qc, H3J 1J6",45.484724,-73.576677
CENTRE D'ACCUEIL LE PROGRAMME DE PORTAGE,Other,"1790, chemin du lac-écho, prévost, qc, J0R 1T0",45.880879,-74.014337
FOYER DE GROUPE POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION VINCENT-CHAGNON,Other,"27, rue vincent-chagnon, lévis, qc, G6V 4V6",46.803813,-71.174476
Residence Collette Residence Inc.,Other,"64, steadman st, moncton, nb, J0S 1K0",46.09155355,-64.79623634
CENTRE DE RÉADAPTATION EN DÉFICIENCE PHYSIQUE DU HAUT-SAINT-FRANÇOIS,Clinic,"53, rue angus sud, east angus, qc, J0B 1R0",45.479496999999995,-71.66431800000001
RESSOURCE L'ENVOLÉE,Clinic,"355, rue thibault, sherbrooke, qc, J1H 6N5",45.374575,-71.886921
HÔPITAL CHAUVEAU,Hospital,"11999, rue de l'hôpital, québec, qc, G2A 2T7",46.853199,-71.369963
CENTRE D'HÉBERGEMENT CHAMPLAIN-DU-CHÂTEAU,Other,"1231, rue olivier-marie-gendron, berthierville, qc, J0K 1A0",46.071219,-73.181925
CENTRE D'HÉBERGEMENT FATHER-DOWD,Other,"6565, chemin hudson, montréal, qc, H3S 2T7",45.507126,-73.63068
CENTRE D'ACTIVITÉS DE JOUR DE SHERBROOKE - QUEEN,Clinic,"36, rue queen, sherbrooke, qc, J1M 1H9",45.359805,-71.858035
ATELIER DU HAUT-SAINT-FRANÇOIS,Clinic,"53, rue angus sud, east angus, qc, J0B 1R0",45.479496999999995,-71.66431800000001
FOYER DE GROUPE POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION DE LIMOILOU,Other,"2995, avenue valmont-martin, québec, qc, G1L 4P8",46.833596,-71.254874
FOYER DE GROUPE POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION PIERRE-BOUCHER,Other,"1810, 26e rue, québec, qc, G1J 1J4",46.845096000000005,-71.231077
CENTRE D'HÉBERGEMENT SAINT-MARGARET,Other,"50, avenue hillside, westmount, qc, H3Z 1V9",45.481971,-73.589629
Smith Special Care Home Ltd,Other,"56, dorchester st, moncton, nb, J0S 1K0",46.09155355,-64.79623634
UNITÉ RÉGIONALE DE RÉADAPTATION DI-TED SAINT-CHARLES,Clinic,"2750, boulevard laframboise, saint-hyacinthe, qc, J2S 4Y8",45.634833,-72.959476
CENTRE DE RÉADAPTATION EN DÉFICIENCE INTELLECTUELLE ET EN TROUBLES DU SPECTRE DE L'AUTISME DE SAINT-FLAVIEN,Clinic,"2-A, rue roberge, saint-flavien, qc, G0S 2M0",46.51238,-71.59581700000001
CENTRE D'ACTIVITÉS DE JOUR EN DÉFICIENCE INTELLECTUELLE ET EN TROUBLES DU SPECTRE DE L'AUTISME PLAZA,Clinic,"15430, boulevard lacroix, saint-georges, qc, G5Y 1R7",46.105028999999995,-70.65481700000001
HÔPITAL DE SAINTE-ANNE-DE-BEAUPRÉ,Hospital,"11000, rue des montagnards, beaupré, qc, G0A 1E0",47.04274,-70.900195
CENTRE D'ACTIVITÉS DE JOUR EN DÉFICIENCE INTELLECTUELLE ET EN TROUBLES DU SPECTRE DE L'AUTISME DE SAINT-PROSPER,Clinic,"2574, 40e rue, saint-prosper, qc, G0M 1Y0",46.210588,-70.472965
CENTRE DE RÉADAPTATION EN DÉFICIENCE PHYSIQUE MADELEINE-BERGERON,Clinic,"1088, route de l'église, québec, qc, G1V 3V9",46.77082,-71.295123
ATELIER DE LA PLACE DE LA 80E RUE,Clinic,"1190, boulevard louis-xiv, québec, qc, G1H 6P2",46.869349,-71.25679000000001
CENTRE D'ACTIVITÉS DE JOUR DU CENTRE COMMUNAUTAIRE EDWARD-LAVERGNE,Clinic,"390, rue arago ouest, québec, qc, G1K 2J3",46.807334999999995,-71.232886
CENTRE D'ACTIVITÉS DE JOUR DU PRESBYTÈRE SAINTE-CÉCILE,Clinic,"9150, avenue jean-paquin, québec, qc, G1G 4Y4",46.864052,-71.28141600000001
CENTRE DE RÉADAPTATION EN DÉFICIENCE PHYSIQUE LUCIE-BRUNEAU,Clinic,"2275, avenue laurier est, montréal, qc, H2H 2N8",45.540229,-73.576833
Sunset Village,Other,"45, leopold f. belliveau dr, moncton, nb, J0S 1K0",46.09155355,-64.79623634
CENTRE D'HÉBERGEMENT ET DE SOINS DE LONGUE DURÉE VIGI SHERMONT,Other,"3220, 12e avenue nord, sherbrooke, qc, J1H 5H3",45.449356,-71.860726
CENTRE DE RÉADAPTATION EN DÉPENDANCE D'AMOS,Other,"621, rue de l'harricana, amos, qc, J9T 2P9",48.574601,-78.123745
HÔPITAL PIERRE-BOUCHER,Hospital,"1333, boulevard jacques-cartier est, longueuil, qc, J4M 2A5",45.5383,-73.458792
SERVICE D'AIDES TECHNIQUES ET SERVICES EXTERNES CONSTANCE-LETHBRIDGE,Clinic,"7005, boulevard de maisonneuve ouest, montréal, qc, H4B 1T3",45.458342,-73.634135
CENTRE D'HÉBERGEMENT DE LA RIVE,Other,"1050, 15e avenue, laval, qc, H7R 4N9",45.56219,-73.85889499999999
CENTRE D'ACTIVITÉ DE JOUR EN DÉFICIENCE INTELLECTUELLE ET EN TROUBLES DU SPECTRE DE L'AUTISME DE LA GARE,Other,"1727, rue sainte-anne, plessisville, qc, G6L 1B8",46.22664,-71.781658
CENTRE DE RÉADAPTATION EN DÉFICIENCE INTELLECTUELLE ET EN TROUBLES DU SPECTRE DE L'AUTISME DE L'ISLET-SUR-MER,Clinic,"20, chemin des pionniers ouest, l'islet, qc, G0R 2B0",47.126131,-70.373255
CHSLD DE SAINT-LAURENT,Other,"1275, boulevard de la côte-vertu, montréal, qc, H4L 4V2",45.517002000000005,-73.679924
CENTRE D'HÉBERGEMENT ET DE SOINS DE LONGUE DURÉE VIGI DE DEUX-MONTAGNES,Other,"580, 20e avenue, deux-montagnes, qc, J7R 7E9",45.542258,-73.914874
CENTRE D'HÉBERGEMENT DE SAINT-CYPRIEN,Other,"101-C, rue collin, saint-cyprien, qc, G0L 2P0",47.89567,-69.02429599999999
Residence Mcdougall,Other,"37, mcdougall ave, moncton, nb, J0S 1K0",46.09155355,-64.79623634
CENTRE D'HÉBERGEMENT ET DE SOINS DE LONGUE DURÉE CÔTÉ-JARDIN,Other,"880, avenue painchaud, québec, qc, G1S 0A3",46.788034,-71.261128
ATELIER DE LONGUEUIL ET SERVICES EXTERNES,Clinic,"1219, rue maisonneuve, longueuil, qc, J4K 2S7",45.509214,-73.476618
CENTRE D'HÉBERGEMENT DU BOISÉ,Other,"3690, boulevard neilson, québec, qc, G1W 0A9",46.754033,-71.32139699999999
CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE GATINEAU,Hospital,"777, boulevard de la gappe, gatineau, qc, J8T 8R2",45.483271,-75.685748
SERVICE D'AIDES TECHNIQUES ET SERVICES EXTERNES ÉDITH-STRAUSS,Clinic,"16777, boulevard hymus, kirkland, qc, H9H 3L4",45.450629,-73.847729
CHSLD SAINT-ALEXANDRE,Other,"1651, rue notre-dame est, thetford mines, qc, G6G 0C1",46.107984,-71.27868199999999
CENTRE D'ACTIVITÉS DE JOUR EN DÉFICIENCE INTELLECTUELLE ET EN TROUBLES DU SPECTRE DE L'AUTISME LETENDRE,Clinic,"2420, rue letendre, drummondville, qc, J2C 7E9",45.871074,-72.524613
FOYER DE GROUPE POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION DE ROBERVAL,Other,"200, boulevard de la jeunesse, roberval, qc, G8H 0A1",48.500432000000004,-72.228533
CENTRE DE JOUR POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION JOGUES,Other,"6707, rue jogues, montréal, qc, H4E 2W7",45.450313,-73.600633
CENTRE DE JOUR POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION FULLUM,Other,"2025, rue fullum, montréal, qc, H2K 3N5",45.530907,-73.555513
CLINIQUE APRÈS HEURES CHAMPLAIN,Clinic,"123, champlain street, dieppe, nb, J0S 1K0",46.09491782,-64.75268686
Brae Manor,Other,"101, ellerdale ave, moncton, nb, J0S 1K0",46.09155355,-64.79623634
CENTRE DE JOUR POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION LAJEUNESSE,Other,"10794, rue lajeunesse, montréal, qc, H3L 2E8",45.555377,-73.670063
CENTRE D'HÉBERGEMENT CHAMPLAIN-DE-L'ASSOMPTION,Other,"16750, boulevard lacroix, saint-georges, qc, G5Y 2G4",46.097389,-70.64988000000001
HÔTEL-DIEU D'ARTHABASKA,Hospital,"5, rue des hospitalières, victoriaville, qc, G6P 6N2",46.040622,-71.91498299999999
CENTRE D'HÉBERGEMENT ET DE SOINS DE LONGUE DURÉE WALES,Other,"506, route 243, cleveland, qc, J0B 2H0",45.675424,-72.17380899999999
CENTRE D'ACCUEIL LE PROGRAMME DE PORTAGE,Other,"244, chemin de la station-touristique, saint-malachie, qc, G0R 3N0",46.493319,-70.709686
SAINT BRIGID'S HOME,Other,"1645, chemin saint-louis, québec, qc, G1S 4M3",46.784377,-71.24548399999999
CENTRE D'HÉBERGEMENT DE LIMOILOU,Other,"1401, chemin de la canardière, québec, qc, G1J 0A6",46.836361,-71.22363299999999
FOYER DE GROUPE ROXBORO,Other,"105, 4e avenue sud, montréal, qc, H8Y 2L6",45.507102,-73.797655
CENTRE D'ACTIVITÉS DE JOUR,Clinic,"25, rue du parc, amqui, qc, G5J 2L4",48.463729,-67.43435799999999
POINT DE SERVICE MRC DE MATANE,Clinic,"91, avenue d'amours, matane, qc, G4W 2X5",48.845517,-67.5262
the Briarlea,Other,"75, briarlea dr, moncton, nb, J0S 1K0",46.09155355,-64.79623634
POINT DE SERVICE MRC MITIS,Clinic,"1526, boulevard jacques-cartier, mont-joli, qc, G5H 2V8",48.58722,-68.19013299999999
CENTRE D'ACTIVITÉS DE JOUR EN DÉFICIENCE INTELLECTUELLE ET EN TROUBLES DU SPECTRE DE L'AUTISME F.X.-BOUCHARD,Clinic,"485, avenue f.x.-bouchard, roberval, qc, G8H 1K2",48.514847,-72.229156
LA COURTE ÉCHELLE,Clinic,"1900, rue sauvé est, montréal, qc, H2B 3A8",45.566479,-73.646743
HÔPITAL DU HAUT-RICHELIEU,Hospital,"920, boulevard du séminaire nord, saint-jean-sur-richelieu, qc, J3A 1B7",45.332522999999995,-73.270212
HISTOIRE DE JOUETS,Clinic,"3056, chemin de la rivière-cachée, boisbriand, qc, J7H 1H9",45.623228999999995,-73.853363
CASIS RIVIÈRE-ROUGE,Other,"602, rue de l'annonciation nord, rivière-rouge, qc, J0T 1T0",46.414752,-74.871476
JARDINS DU HAUT SAINT-LAURENT,Other,"4770, rue saint-félix, saint-augustin-de-desmaures, qc, G3A 0K9",46.736940999999995,-71.378202
CHSLD DE SAINT-EUGÈNE,Other,"2, rue de la madone, l'islet, qc, G0R 1X0",47.084632,-70.336635
CENTRE DE RÉADAPTATION EN DÉFICIENCE PHYSIQUE DE BLAINVILLE,Clinic,"1300, boulevard du curé-labelle, blainville, qc, J7C 2N8",45.686873,-73.89968
CENTRE D'ACTIVITÉS DE JOUR,Clinic,"365, boulevard sainte-anne, rimouski, qc, G5M 1E8",48.495979,-68.485473
Carey House (the),Other,"337, cameron st, moncton, nb, J0S 1K0",46.09155355,-64.79623634
CENTRE DE RÉADAPTATION EN DÉPENDANCE DE LONGUEUIL,Other,"1525, rue joliette, longueuil, qc, J4K 4W4",45.523406,-73.495839
CENTRE DE RÉADAPTATION EN DÉPENDANCE DE SAINT-JEAN-SUR-RICHELIEU,Other,"1025, boulevard du séminaire nord, saint-jean-sur-richelieu, qc, J3A 1R7",45.337344,-73.26764
CENTRE DE RÉADAPTATION EN DÉPENDANCE DE SOREL-TRACY,Other,"61, rue morgan, sorel-tracy, qc, J3P 3B6",46.045181,-73.08991
CENTRE DE RÉADAPTATION EN DÉPENDANCE DE SAINT-HYACINTHE,Other,"2115, boulevard casavant ouest, saint-hyacinthe, qc, J2S 7E5",45.634166,-72.965905
HÔTEL-DIEU DE SOREL,Hospital,"400, avenue de l'hôtel-dieu, sorel-tracy, qc, J3P 1N5",46.045811,-73.09563299999999
CENTRE DE RÉADAPTATION EN DÉPENDANCE DE CANDIAC,Other,"210, boulevard de l'industrie, candiac, qc, J5R 6A6",45.390813,-73.516692
CENTRE DE RÉADAPTATION EN DÉFICIENCE PHYSIQUE DE NIVERVILLE,Clinic,"800, rue niverville, trois-rivières, qc, G9A 2A8",46.346070000000005,-72.54780600000001
CHSLD DE SAINTE-PERPÉTUE,Other,"22, rue des loisirs, sainte-perpétue, qc, G0R 3Z0",47.059893,-69.92590600000001
CHSLD VIGI MARIE-CLARET,Other,"3345, boulevard henri-bourassa est, montréal, qc, H1H 1H6",45.586495,-73.649736
FOYER DE GROUPE POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION L'EXPLORATEUR,Other,"459, rue principale, saint-basile-le-grand, qc, J3N 1K5",45.515286,-73.315253
Trueman House,Other,"265, church st, moncton, nb, J0S 1K0",46.09155355,-64.79623634
CENTRE D'HÉBERGEMENT CHAMPLAIN-DES-POMMETIERS,Other,"350, rue serge-pépin, beloeil, qc, J3G 0C3",45.591116,-73.200716
CENTRE D'ACTIVITÉS DE JOUR SAINT-PATRICK,Clinic,"2475, rue saint-patrick, montréal, qc, H3K 1B3",45.481524,-73.57003399999999
SERVICES À LA CLIENTÈLE 0-17 ANS,Clinic,"7100, boulevard champlain, montréal, qc, H4H 1A8",45.441759000000005,-73.592674
LA MAISON DES AÎNÉ(E)S,Other,"1, rue des aînés, salaberry-de-valleyfield, qc, J6S 6M8",45.289358,-74.036705
CENTRE D'ACTIVITÉS DE JOUR LA VILLA RINGFIELD,Clinic,"1185, avenue la sarre, québec, qc, G1L 3S3",46.825988,-71.235279
HÔPITAL ANNA-LABERGE,Hospital,"200, boulevard brisebois, châteauguay, qc, J6K 4W8",45.345661,-73.763446
CENTRE D'ACTIVITÉS DE JOUR DU CHEMIN SAINTE-FOY,Clinic,"3645, chemin sainte-foy, québec, qc, G1X 1T1",46.763325,-71.334133
CENTRE D'ACTIVITÉS DE JOUR - LOYOLA,Clinic,"3261, rue loyola, québec, qc, G1E 2R9",46.852279,-71.210498
CENTRE D'ACTIVITÉS DE JOUR DE QUÉBEC - LOUIS-XIV (1289),Clinic,"1289, boulevard louis-xiv, québec, qc, G2L 1M1",46.875824,-71.251071
CENTRE D'ACTIVITÉS DE JOUR DE QUÉBEC - VALCARTIER,Clinic,"11127, boulevard valcartier, québec, qc, G2N 1V4",46.853276,-71.360061
Sunshine House,Other,"164, park st, moncton, nb, J0S 1K0",46.09155355,-64.79623634
FOYER DE GROUPE POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION DE LOUVICOURT,Other,"30, chemin sleepy, val-d'or, qc, J9P 7H2",48.075482,-77.381199
CENTRE DE RÉADAPTATION POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION DE ROUYN-NORANDA,Other,"104, chemin docteur-lemay, rouyn-noranda, qc, J9X 5T2",48.225325,-79.021067
CENTRE DE SERVICES EXTERNES POUR LES AÎNÉS DE POTTON,Other,"2, rue de vale perkins, potton, qc, J0E 1X0",45.049591,-72.391857
CENTRE D'INTÉGRATION COMMUNAUTAIRE,Clinic,"2103, avenue jeanne-d'arc, montréal, qc, H1W 3V6",45.550431,-73.54383399999999
CENTRE DE SERVICES EN READAPTATION BEAUBIEN,Clinic,"7085, rue beaubien est, montréal, qc, H1M 2Y2",45.593553,-73.558021
SERVICE DE RÉADAPTATION SOCIALE,Clinic,"2030, boulevard pie-ix, montréal, qc, H1V 2C8",45.550519,-73.542567
CENTRE DE SERVICES AMBULATOIRES DE SOINS PSYCHIATRIQUES WELLINGTON,Hospital,"4932, rue wellington, montréal, qc, H4G 1X6",45.456285,-73.567305
CENTRE DE PÉDOPSYCHIATRIE - RÉSIDENCE DU SACRÉ-COEUR,Hospital,"1, avenue du sacré-coeur, québec, qc, G1N 2W1",46.813282,-71.245535
CENTRE D'ANIMATION,Clinic,"2101, avenue jeanne-d'arc, montréal, qc, H1W 3V6",45.550431,-73.54383399999999
INSTITUT NAZARETH ET LOUIS-BRAILLE RADISSON,Clinic,"3800, rue radisson, montréal, qc, H1M 1X6",45.588836,-73.54069799999999
Residence Helene Residence Inc,Other,"46, winnipeg st, moncton, nb, J0S 1K0",46.09155355,-64.79623634
CENTRE D'HÉBERGEMENT CHAMPLAIN-DE-LA-ROSE-BLANCHE,Other,"60, rue jean-maurice, sherbrooke, qc, J1G 1V5",45.398027,-71.880718
FOYER DE GROUPE POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION SAINT-CLAUDE,Other,"110, 11e rue, laval, qc, H7N 1T1",45.562314,-73.695403
APPARTEMENT SUPERVISÉ POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION CARTIER,Other,"333, boulevard cartier ouest, laval, qc, H7N 2J5",45.551796,-73.70858
CENTRE DE RÉADAPTATION EN DÉFICIENCE INTELLECTUELLE ET EN TROUBLES DU SPECTRE DE L'AUTISME DE BERTHIERVILLE,Clinic,"752, rue notre-dame, berthierville, qc, J0K 1A0",46.085272,-73.184301
CHSLD DOMAINE SAINT-DOMINIQUE S.E.C.,Other,"1045, boulevard rené-lévesque ouest, québec, qc, G1S 1V3",46.795013,-71.2416
FOYER DE GROUPE POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION DROLET,Other,"11737, avenue désy, montréal, qc, H1G 4C4",45.611823,-73.621557
FOYER DE GROUPE POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION DÉSY,Other,"6014, rue charny, montréal, qc, H1G 2K6",45.610233,-73.619324
FOYER DE GROUPE POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION MONTPETIT,Other,"11042, avenue wilfrid-saint-louis, montréal, qc, H1H 5K7",45.583368,-73.653288
CENTRE DE SERVICES AMBULATOIRES EN SANTÉ MENTALE PAPINEAU,Hospital,"10345, avenue papineau, montréal, qc, H2B 2A3",45.568529,-73.653602
CENTRE D'HÉBERGEMENT ET DE SOINS DE LONGUE DURÉE DE SAINT-LAMBERT-SUR-LE-GOLF,Other,"555, chemin tiffin, saint-lambert, qc, J4P 3G2",45.510425,-73.50174200000001
Grass Home Ltd.,Other,"774, coverdale rd, riverview, nb, J0S 1K0",46.09155355,-64.79623634
POINT DE SERVICE THÉRÈSE-DE BLAINVILLE ET CASIS ROSEMÈRE,Clinic,"140, chemin de la grande-côte, rosemère, qc, J7A 1H3",45.624771,-73.8011
POINT DE SERVICE DEUX-MONTAGNES/MIRABEL,Clinic,"333, rue antonin-campeau, deux-montagnes, qc, J7R 0A2",45.544163,-73.907108
"POINT DE SERVICE MARLYNE, LA P'TITE GIRAFE",Clinic,"18110, rue lapointe, mirabel, qc, J7J 1K8",45.695089,-73.92394300000001
POINT DE SERVICE RIVIÈRE-ROUGE,Clinic,"624, rue de l'annonciation nord, rivière-rouge, qc, J0T 1T0",46.414893,-74.871608
ATELIER DES MERVEILLES,Clinic,"75, rue de port-royal est, montréal, qc, H3L 3T1",45.547775,-73.656786
CHSLD DE MALARTIC,Other,"987, rue des pins, malartic, qc, J0Y 1Z0",48.141856,-78.128936
CENTRE DE RÉADAPTATION EN DÉFICIENCE INTELLECTUELLE DE L'ÉQUERRE,Clinic,"5, rue paul-rené-tremblay, baie-saint-paul, qc, G3Z 3E4",47.446635,-70.521624
CENTRE ANDRÉ-BOUDREAU,Other,"295, rue de villemure, saint-jérôme, qc, J7Z 5J5",45.776777,-74.001611
CENTRE D'HÉBERGEMENT SAINT-ANDREW,Other,"3350, boulevard cavendish, montréal, qc, H4B 2M7",45.463042,-73.628771
CENTRE DE SERVICES AMBULATOIRES EN PÉDOPSYCHIATRIE DE LÉVIS,Hospital,"6550, rue saint-georges, lévis, qc, G6V 6X2",46.813008,-71.17365699999999
ALOUETTE SPECIAL CARE HOME/FOYER DE SOINS SPECIAUX,Other,"2100, amirault st, dieppe, nb, J0S 1K0",46.09155355,-64.79623634
CENTRE DE RÉADAPTATION EN DÉFICIENCE INTELLECTUELLE ET EN TROUBLES DU SPECTRE DE L'AUTISME DE SAINTE-CLAIRE,Clinic,"179, boulevard bégin, sainte-claire, qc, G0R 2V0",46.600287,-70.858855
CENTRE D'ACTIVITÉS DE JOUR EN DÉFICIENCE INTELLECTUELLE ET EN TROUBLES DU SPECTRE DE L'AUTISME NOTRE-DAME,Clinic,"1923, rue notre-dame est, thetford mines, qc, G6G 2V8",46.111841,-71.273314
CENTRE DE RÉADAPTATION POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION ARTHUR-BUIES,Other,"16, boulevard arthur-buies ouest, rimouski, qc, G5L 5C3",48.440344,-68.511498
CENTRE D'HÉBERGEMENT ST-FRANÇOIS,Other,"912, rue jacques-cartier est, saguenay, qc, G7H 2A9",48.423101,-71.0395
SERVICES EXTERNES DE QUÉBEC - DES SANTOLINES,Clinic,"7843, rue des santolines, québec, qc, G1G 0G3",46.8933,-71.296062
CENTRE D'ACTIVITÉS DE JOUR ET ATELIER DE TRAVAIL JACQUES-BÉDARD,Clinic,"641, rue jacques-bédard, québec, qc, G2N 1C5",46.912101,-71.34340999999999
CENTRE D'ACTIVITÉS DE JOUR DE QUÉBEC - CENTRE DUROCHER,Clinic,"290, rue de carillon, québec, qc, G1K 5B2",46.811598,-71.237799
CENTRE D'HÉBERGEMENT ROY-ROUSSEAU,Other,"2579, chemin de la canardière, québec, qc, G1J 2G2",46.847214,-71.221108
ATELIER TACHE,Clinic,"511, rue de l'expansion, rimouski, qc, G5M 1S9",48.468403,-68.506524
CLSC DE RIVIÈRE-DES-PRAIRIES,Hospital,"8655, boulevard perras, montréal, qc, H1E 4M7",45.644779,-73.585977
AUBERGE DU SOLEIL,Other,"125, aucoin st, dieppe, nb, J0S 1K0",46.09155355,-64.79623634
CENTRE DE RÉADAPTATION LE BOUCLIER,Clinic,"51, rue boyer, saint-jérôme, qc, J7Z 2K5",45.772813,-74.00695999999999
CENTRE DE RÉADAPTATION EN DÉFICIENCE PHYSIQUE DU BOUCLIER-DE-SAINTE-AGATHE,Clinic,"234, rue saint-vincent, sainte-agathe-des-monts, qc, J8C 2B8",46.054652,-74.288823
CENTRE DE RÉADAPTATION POUR LES MÈRES ET LEURS ENFANTS VILLA MARIE-CLAIRE,Other,"470, rue victoria, sherbrooke, qc, J1H 3J2",45.405535,-71.905312
ATELIER DU VAL-SAINT-FRANÇOIS,Clinic,"5, rue des sources, windsor, qc, J1S 2X3",45.565655,-72.013734
CENTRE D'ACTIVITÉS DE JOUR DE MAGOG,Clinic,"1525, rue principale est, magog, qc, J1X 1Z8",45.262868,-72.124798
CENTRE D'ACTIVITÉS DE JOUR DU HAUT-SAINT-FRANÇOIS,Clinic,"109, rue saint-jacques est, east angus, qc, J0B 1R0",45.483248,-71.654061
CENTRE D'ACTIVITÉS DE JOUR DU VAL-SAINT-FRANÇOIS,Clinic,"56, rue saint-georges, windsor, qc, J1S 1J5",45.569947,-72.00291999999999
CENTRE D'ACTIVITÉS DE JOUR DE DIXVILLE,Clinic,"350, rue saint-alexandre, dixville, qc, J0B 1P0",45.066759000000005,-71.771001
CENTRE D'HÉBERGEMENT DE PONT-ROUGE,Other,"5, rue du jardin, pont-rouge, qc, G3H 0H1",46.746371,-71.69036899999999
CENTRE DE RÉADAPTATION EN DÉPENDANCE DE SAINT-PHILIPPE,Other,"6, rue foucreault, saint-philippe, qc, J0L 2K0",45.354185,-73.477623
Daly's Home Care Inc,Other,"28, trider ct, riverview, nb, J0S 1K0",46.09155355,-64.79623634
CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE PARC-EXTENSION,Hospital,"7085, rue hutchison, montréal, qc, H3N 1Y9",45.529596999999995,-73.621043
CENTRE DE RÉADAPTATION EN DÉPENDANCE BOULEVARD COUSINEAU,Other,"5110, boulevard cousineau, longueuil, qc, J3Y 7G5",45.50347,-73.42756899999999
CENTRE DE RÉADAPTATION EN DÉPENDANCE DE L'OUTAOUAIS,Other,"25, rue saint-françois, gatineau, qc, J9A 1B1",45.422378,-75.748327
CENTRE D'ACTIVITÉS DE JOUR HYMUS,Clinic,"325, boulevard hymus, pointe-claire, qc, H9R 1G6",45.454307,-73.834598
CENTRE DE RÉADAPTATION EN DÉPENDANCE DE LA TUQUE,Other,"445, rue lacroix, la tuque, qc, G9X 1V8",47.435641,-72.777825000000007
CENTRE DE RÉADAPTATION EN DÉPENDANCE DE VICTORIAVILLE,Other,"353, boulevard des bois-francs nord, victoriaville, qc, G6P 7B7",46.064876,-71.96155
CENTRE D'HÉBERGEMENT ROLAND-LECLERC,Other,"3500, rue sainte-marguerite, trois-rivières, qc, G8Z 1X3",46.344229,-72.579559
CENTRE D'HÉBERGEMENT ET DE SOINS DE LONGUE DURÉE SAINT-JUDE,Other,"4410, boulevard saint-martin ouest, laval, qc, H7T 1C3",45.547001,-73.767666
CENTRE D'HÉBERGEMENT ST-VINCENT-MARIE,Other,"1175, boulevard de la côte-vertu, montréal, qc, H4L 5J1",45.517578,-73.679162
CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX CLAUDE-DAVID,Hospital,"135, boulevard claude-david, repentigny, qc, J6A 1N6",45.718801,-73.47557900000001
CLINIQUE DÉPANNAGE DU MARAIS,Clinic,"185, acadie avenue, dieppe, nb, J0S 1K0",46.09191788,-64.74224329
Emery House,Other,"88, emery st, riverview, nb, J0S 1K0",46.09155355,-64.79623634
CENTRE D'HÉBERGEMENT ST-JEAN-EUDES,Other,"6000, 3e avenue ouest, québec, qc, G1H 7J5",46.850524,-71.259518
CENTRE DE RÉADAPTATION EN DÉPENDANCE DU NOUVEAU DÉPART,Other,"1110, avenue beaumont, mont-royal, qc, H3P 3E5",45.522306,-73.622434
CENTRE D'ACTIVITÉS DE JOUR ALTERNATIVE,Clinic,"16661, boulevard hymus, kirkland, qc, H9H 4R9",45.450453,-73.843675
CENTRE D'ACTIVITÉS DE JOUR CARTIER,Clinic,"147, avenue cartier, pointe-claire, qc, H9S 4R9",45.43768,-73.826415
SERVICES EXTERNES POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION DE GRANBY,Other,"30, rue saint-antoine sud, granby, qc, J2G 6W3",45.400575,-72.731048
FOYER DE GROUPE POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION LE VOILIER,Other,"1355, avenue larocque, saint-hyacinthe, qc, J2S 8A6",45.622252,-72.96153000000001
FOYER DE GROUPE POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION L'ORCHIDÉE,Other,"2800, rue morin, saint-hyacinthe, qc, J2S 2H7",45.621993,-72.96141
